register_number,company_name,corp_number,office_type,business_type,valid_period,representative,address_jibun,address_road,phone,ad_phone,register_agency,operation_status
2003-부산 중구-00876,동진전당포대부,,본점,금전대부,2023.05.30~2026.05.30,강동운,부산광역시 중구 남포동5가 10번지 3호,"부산광역시 중구 구덕로 56, 지하1층 (남포동5가)",0512457691,051-245-7691,지방자치단체,영업중
2003-부산 해운대구-00548,반송전당포대부,,본점,금전대부,2023.05.03~2026.05.03,신동철,부산광역시 해운대구 반송동 257번지 235호 257-235,"부산광역시 해운대구 아랫반송로21번길 11-16, 2층 (반송동)",0515441026,010-3880-1026,지방자치단체,영업중
2003-세종시-0001,세종대부,,본점,금전대부,2023.03.28~2026.03.28,임주연,세종특별자치시 조치원읍 상리 132-15번지,세종특별자치시 조치원읍 문화로 2,044-868-5525,"044-868-5525, 044-868-6848",지방자치단체,영업중
2003-울산광역시-00196(대부업),야음전당포대부,,본점,금전대부,2023.07.27~2026.07.26,이갑선,울산광역시 남구 야음동 459번지 14호,울산광역시 남구 수암로 241-1 (야음동),052-266-4793,,지방자치단체,영업중
2003-울산광역시-00169(대부업),광양전당포대부,,본점,금전대부,2003.02.05~2026.08.04,강점옥,울산광역시 울주군 언양읍 남부리 341번지 1호,울산광역시 울주군 언양읍 반구대로 822,"052-263-1557, 010-3801-1557",,지방자치단체,영업중
2003-울산광역시-00188(대부업),덕신전당포대부,,본점,금전대부,2003.02.07~2026.08.04,박영철,울산광역시 울주군 온산읍 덕신리 1304번지 1호,울산광역시 울주군 온산읍 덕신1길 16,052-239-0250,,지방자치단체,영업중
전북 군산 제202호,군산전당포대부,,본점,금전대부,2023.03.03~2026.03.03,오재영,전북특별자치도 군산시 수송동 852번지 1호,"전북특별자치도 군산시 수송로 192, 2층 (수송동)",063-445-7000,"063-445-7000, 063-463-7000, 010-3003-7000,010-8335-2000",지방자치단체,영업중
2003-충남천안-0385,6단지소망대부공인중개사사무소,,본점,금전대부,2023.05.01~2026.05.01,송재운,충청남도 천안시 서북구 성정동 412-4 스모크치킨,"충청남도 천안시 서북구 쌍용대로 289-16, 스모크치킨 (성정동)",041-572-7111,"041-573-0020, 010-4400-1472",지방자치단체,영업중
2003-충남천안-0385,6단지소망대부공인중개사사무소,,본점,대부중개,2023.05.01~2026.05.01,송재운,충청남도 천안시 서북구 성정동 412-4 스모크치킨,"충청남도 천안시 서북구 쌍용대로 289-16, 스모크치킨 (성정동)",041-572-7111,"041-573-0020, 010-4400-1472",지방자치단체,영업중
2017-경기성남-0036,한일투자대출대부,,본점,금전대부,2023.03.07~2026.03.07,심재경,경기도 성남시중원구 성남동 4130번지 2층,"경기도 성남시 중원구 성남대로 1157, 2층 (성남동)",031-757-0999,031-757-0999,지방자치단체,영업중
경기의정부-33호,금성사전당포대부,,본점,금전대부,2023.02.17~2026.02.17,차영환,경기도 의정부시 의정부동 150번지 3호 2층,경기도 의정부시 시민로143번길 80 (의정부동),031-845-7855,031-845-7855,지방자치단체,영업중
경기이천-8호,대부중앙캐피탈,,본점,금전대부,2022.12.23~2025.12.23,이종근,경기도 이천시 창전동 425-18,경기도 이천시 서희로 95 (창전동),031-636-5978,031-636-5978,지방자치단체,영업중
대구남구제187호,성한전당포대부,,본점,금전대부,2023.04.03~2026.04.03,이원희,대구광역시 남구 봉덕동 730번지 34호,대구광역시 남구 중앙대로32길 16 (봉덕동),053-474-0319,,지방자치단체,영업중
대전-705,변동전당포대부,,본점,금전대부,2005.09.07~2026.06.01,하윤수,대전광역시 서구 변동 13번지 2호,대전광역시 서구 도산로 229 (변동),042-534-7260,042-534-7260,지방자치단체,영업중
대전-579,대전신용전당포대부,,본점,금전대부,2005.01.11~2026.04.19,김은옥,대전광역시 중구 산성동 279-12 2층,"대전광역시 중구 대둔산로 392, 2층 (산성동)",042-581-8538,042-581-8538,지방자치단체,영업중
2004-부산 금정구-00164,대부 금사전당포,,본점,금전대부,2023.05.15~2026.05.15,최경례,부산광역시 금정구 서동 195-14,"부산광역시 금정구 서동로 153, 3층 (서동)",051-527-7618,051-527-7618,지방자치단체,영업중
2004-부산 부산진구-00291,푸른전당포 대부,,본점,금전대부,2023.06.12~2026.06.12,김승래,부산광역시 부산진구 전포동 189번지 74호 2층,"부산광역시 부산진구 동성로 102, 2층 (전포동)",051-809-0882,,지방자치단체,영업중
2011-부산서구-02020,영남전당포대부,,본점,금전대부,2023.04.21~2026.04.21,황금순,부산광역시 서구 충무동1가 12-16번지,부산광역시 서구 새벽시장길 13-3 (충무동1가),051-243-1528,,지방자치단체,영업중
2004-부산 해운대구-00199,삼정코아전당포대부,,본점,금전대부,2023.05.10~2026.05.10,김차임,부산광역시 해운대구 좌동 1315번지 1315번지 삼정코아주상복합(아) 103-201호,"부산광역시 해운대구 세실로 48, 상가109호 (좌동, 해운대삼정코아주상복합)",0517013668,701-3668,지방자치단체,영업중
동구 04-05,나래대부금융,,본점,금전대부,2023.06.16~2026.06.15,정진남,인천광역시 동구 송림동 295번지 산업용품유통센타 18동 320호,"인천광역시 동구 방축로 105, 18동 320호 (송림동, 인천산업용품유통단지)",032 589 1939,,지방자치단체,영업중
2005-경기광명-대부7호,정인사전당포대부,,본점,금전대부,2023.02.10~2026.02.10,최광현,경기도 광명시 철산동 447번지 1호 정인코아빌딩 130호,"경기도 광명시 디지털로 29, 132호 (철산동, 정인코아빌딩)",02-2689-9787,,지방자치단체,영업중
경기군포-제2005-39호,광림당전당포대부,,본점,금전대부,2023.03.27~2026.03.26,유병철,경기도 군포시 산본동 1135번지 광림프라자 305호,"경기도 군포시 산본로323번길 16-15, 305호 (산본동,광림프라자)",031-396-4494,010-3108-6657,지방자치단체,영업중
경기군포제2005-45호,산본사 전당포대부,,본점,금전대부,2023.03.27~2026.03.26,서영숙,,"경기도 군포시 산본천로 177, 402호 (산본동)",031-393-4494,031-393-4494,지방자치단체,영업중
수원제246호,행복대부,,본점,금전대부,2023.08.16~2026.08.15,김재식,경기도 수원시 장안구 조원동 676-9 청우아파트 자이언트큐브BIZ+ 2층 207호,"경기도 수원시 장안구 수성로363번길 17, 자이언트큐브BIZ+동 2층 207호 (조원동, 청우아파트)",010-4210-9318,,지방자치단체,영업중
2005-경기안산-0055,경인사전당포대부,,본점,금전대부,2022.12.15~2025.12.15,기건도,경기도 안산시상록구 본오동 874번지 5호 308호,"경기도 안산시 상록구 상록수로 50, 308호 (본오동)",031-406-6003,031-406-6003,지방자치단체,영업중
2005-경기안산-0064,광림전당포대부,,본점,금전대부,2023.03.28~2026.03.28,유경화,경기도 안산시 상록구 이동 709번지 3호 한솔빌딩 401호,"경기도 안산시 상록구 양지편로 33, 401호 (이동, 한솔빌딩)",031-437-6009,031-437-6009,지방자치단체,영업중
안양126호,범계전당포대부,,본점,금전대부,2023.01.06~2026.01.05,김애리,경기도 안양시 동안구 호계동 1045번지 2호 제일빌딩 408호,"경기도 안양시 동안구 평촌대로223번길 64, 제일빌딩 408호 (호계동)",031-387-9114,031-387-9114,지방자치단체,영업중
경기의정부-90호,회룡사전당포대부,,본점,금전대부,2023.03.17~2026.03.17,이동주,경기도 의정부시 호원동 430번지 우성3차아파트 상가 302호,"경기도 의정부시 평화로 360 (호원동, 호원3차우성아파트)",031-837-6264,,지방자치단체,영업중
경기의정부-124호,서울사전당포대부,,본점,금전대부,2023.04.07~2026.04.07,차재문,경기도 의정부시 의정부동 155번지 4호 2층,"경기도 의정부시 시민로121번길 73, 2층 (의정부동)",031-846-3024,,지방자치단체,영업중
진해-12,자유전당포대부,,본점,금전대부,2023.05.10~2026.05.09,김경록,경상남도 창원시 진해구 용원동 1227번지 12호,경상남도 창원시 진해구 용원중로26번길 9 (용원동),055 552 2177,05-5552,지방자치단체,영업중
인천부평-2017-00128,우원사전당포대부,,본점,금전대부,2023.05.18~2026.05.18,조방원,인천광역시 부평구 부평동 505번지 7호 203호,"인천광역시 부평구 장제로 60, 203호 (부평동)",032-512-2959,032-512-2959,지방자치단체,영업중
2011-전북익산-0016,119전당포대부,,본점,금전대부,2023.04.04~2026.04.03,강신채,전북특별자치도 익산시 영등동 197번지 31호,전북특별자치도 익산시 약촌로 197 (영등동),010-3680-5413,063-855-1339,지방자치단체,영업중
2006-경기고양-436-대부,화정사전당포대부,,본점,금전대부,2024.04.11~2027.04.11,오융곤,경기도 고양시 덕양구 화정동 967-3 글로리아빌딩,"경기도 고양시 덕양구 화정로 53-1, 글로리아빌딩 215호 (화정동)",031-965-9455,031-965-9455,지방자치단체,영업중
2006-경남양산-00016,제일전당포대부,,본점,금전대부,2024.01.31~2027.01.31,조금희,경상남도 양산시 북부동 448번지 15호,경상남도 양산시 북안남4길 7-37 (북부동),055 385 6046,,지방자치단체,영업중
2012-경북포항-04(대부),현대전당포대부,,본점,금전대부,2015.04.01~2027.02.19,박금순,,경상북도 포항시 북구 죽도로 56-1 (죽도동),054-273-7979,054-273-7979,지방자치단체,영업중
2018-대구동구-0006,삼일전당포대부,,본점,금전대부,2024.04.09~2027.04.09,정서연,대구광역시 동구 효목동 627번지 35호,대구광역시 동구 화랑로29길 6 (효목동),053-752-4992,053-752-4992,지방자치단체,영업중
2006-대구수성구-0257,동아미래전당포대부,,본점,금전대부,2023.08.24~2026.08.24,임기완,대구광역시 수성구 범물동 1334번지 리빙월드 504호,"대구광역시 수성구 지범로 188, 504호 (범물동, 리빙월드 )",053-781-7089,"053-781-7089, 010-3509-9400",지방자치단체,영업중
대전-1000,대청대부,,본점,금전대부,2006.07.07~2027.03.14,문영환,대전광역시 대덕구 대화동 289-1번지 산업용재유통상가11동 222호,"대전광역시 대덕구 대화로 160, 산업용재유통상가 11동 222호(대화동)",042-631-6092,010-3028-6092,지방자치단체,영업중
대전-880,시장전당포대부,,본점,금전대부,2006.02.02~2026.11.19,김광수,대전광역시 동구 원동 40번지 1호,대전광역시 동구 중앙로200번길 85 (원동),042-256-5495,,지방자치단체,영업중
대전-899,서울투자금융대부,,본점,금전대부,2006.02.27~2026.12.14,허옥연,대전광역시 유성구 장대동 278번지 2호 1204호,"대전광역시 유성구 유성대로736번길 19, 넥스투빌 1204호 (장대동)",010-8335-1910,010-8335-1910,지방자치단체,영업중
2006-부산 금정구-00028,천일전당포대부,,본점,금전대부,2023.05.26~2026.05.26,박노규,부산광역시 금정구 서동 200번지 12호,부산광역시 금정구 서동중심로 60-8 (서동),051-526-3015,,지방자치단체,영업중
2006-부산남구-00381,용호전당포대부,,본점,금전대부,2024.06.17~2027.06.17,조혜란,부산광역시 남구 용호동 487번지 52호,부산광역시 남구 동명로132번길 39 (용호동),051 902 0882,"051-902-0882, 010-9395-0882",지방자치단체,영업중
2006-부산동구-00065,서민전당포대부,,본점,금전대부,2023.08.18~2026.08.18,김원진,부산광역시 동구 수정동 451번지 4호,부산광역시 동구 진성로 72-9 (수정동),051-638-8389,051-638-8389,지방자치단체,영업중
2006-부산수영구-00420,팔도전당포 대부,,본점,금전대부,2024.05.20~2027.05.20,정성우,부산광역시 수영구 수영동 445번지 24호,부산광역시 수영구 수영로705번길 13-1 (수영동),051-751-7009,010-8021-2289,지방자치단체,영업중
2012-서울서초-0206(대부업),강남명품전당포대부,,본점,금전대부,2024.08.22~2027.08.22,서만금,서울특별시 서초구 서초동 1317번지 13호 4층 402호,"서울특별시 서초구 서초대로77길 7, 4층 402호 (서초동)",02-534-6626,02-534-6626,지방자치단체,영업중
2012-서울송파-0090(대부업),대부우성사전당포,,본점,금전대부,2020.12.18~2026.11.02,장금석,서울특별시 송파구 가락동 96번지 13호 소석빌딩 501호,"서울특별시 송파구 송파대로 284, 501호 (가락동, 소석빌딩)",02-406-3116,,지방자치단체,영업중
2015-서울중구-0050(대부업),e-푸른투자대부,,본점,금전대부,2024.04.16~2027.04.16,홍태억,서울특별시 중구 명동1가 54-8 개양빌딩 1304호,"서울특별시 중구 명동3길 6, 개양빌딩 1304호 (명동1가)",02-756-3191,02-756-3191,지방자치단체,영업중
2012-서울중랑-0040(대부업),에스엠트랜스포 주식회사,110111-0912306,본점,금전대부,2024.04.09~2027.04.08,임기준,서울특별시 중랑구 면목동 192번지 70호 대양빌딩 201호,"서울특별시 중랑구 봉우재로 2, 201호 (면목동, 대양빌딩)","02-439-9858, 02-439-9859",,지방자치단체,영업중
15-울산북구-0003,북구전당포대부,,본점,금전대부,2024.05.02~2027.05.02,김미진,울산광역시 북구 신천동 324번지 14호,울산광역시 북구 제내2길 2 (신천동),052-286-8636,010-3846-8636,지방자치단체,영업중
전남광양-2006-4,광양중마전당포대부,,본점,금전대부,2024.05.29~2027.05.28,김경숙,전라남도 광양시 중동 1761번지 14호,전라남도 광양시 발섬길 36 (중동),061-795-1800,,지방자치단체,영업중
강원원주-2009-대부7,고려사전당포대부,,본점,금전대부,2024.07.19~2027.07.16,장문학,강원특별자치도 원주시 학성동 212번지 9호,"강원특별자치도 원주시 원일로 162-2, 2층 (학성동)","033-743-0994, 010-2463-3886",,지방자치단체,영업중
강원원주-2009-대부6,유일사전당포대부,,본점,금전대부,2024.07.19~2027.07.16,권성달,강원특별자치도 원주시 학성동 274번지 1호,강원특별자치도 원주시 원일로 191-1 (학성동),033-742-7111,,지방자치단체,영업중
강원원주-2009-대부9,원주사전당포대부,,본점,금전대부,2024.07.19~2027.07.16,이순희,강원특별자치도 원주시 일산동 53-25,"강원특별자치도 원주시 원일로 91, 2층 (일산동)",033-742-8878,033-742-8878,지방자치단체,영업중
